image,report,label
archive/images/images_normalized\1123_IM-0080-1001.dcm.png,real_reports\1123_IM-0080-1001.dcm.txt,0
archive/images/images_normalized\1123_IM-0080-2001.dcm.png,real_reports\1123_IM-0080-2001.dcm.txt,0
archive/images/images_normalized\1124_IM-0081-2001.dcm.png,real_reports\1124_IM-0081-2001.dcm.txt,0
archive/images/images_normalized\1124_IM-0081-3001.dcm.png,real_reports\1124_IM-0081-3001.dcm.txt,0
archive/images/images_normalized\1125_IM-0082-1001.dcm.png,real_reports\1125_IM-0082-1001.dcm.txt,0
archive/images/images_normalized\1125_IM-0082-2001.dcm.png,real_reports\1125_IM-0082-2001.dcm.txt,0
archive/images/images_normalized\1126_IM-0082-1001.dcm.png,real_reports\1126_IM-0082-1001.dcm.txt,0
archive/images/images_normalized\1126_IM-0082-2001.dcm.png,real_reports\1126_IM-0082-2001.dcm.txt,0
archive/images/images_normalized\1128_IM-0084-5001.dcm.png,real_reports\1128_IM-0084-5001.dcm.txt,0
archive/images/images_normalized\1128_IM-0084-6001.dcm.png,real_reports\1128_IM-0084-6001.dcm.txt,0
archive/images/images_normalized\1129_IM-0085-1001.dcm.png,real_reports\1129_IM-0085-1001.dcm.txt,0
archive/images/images_normalized\112_IM-0080-1001.dcm.png,real_reports\112_IM-0080-1001.dcm.txt,0
archive/images/images_normalized\112_IM-0080-1002.dcm.png,real_reports\112_IM-0080-1002.dcm.txt,0
archive/images/images_normalized\1130_IM-0087-1001.dcm.png,real_reports\1130_IM-0087-1001.dcm.txt,0
archive/images/images_normalized\1130_IM-0087-3003.dcm.png,real_reports\1130_IM-0087-3003.dcm.txt,0
archive/images/images_normalized\1131_IM-0088-0001-0001.dcm.png,real_reports\1131_IM-0088-0001-0001.dcm.txt,0
archive/images/images_normalized\1131_IM-0088-0001-0002.dcm.png,real_reports\1131_IM-0088-0001-0002.dcm.txt,0
archive/images/images_normalized\1133_IM-0090-1001.dcm.png,real_reports\1133_IM-0090-1001.dcm.txt,0
archive/images/images_normalized\1133_IM-0090-1002.dcm.png,real_reports\1133_IM-0090-1002.dcm.txt,0
archive/images/images_normalized\1134_IM-0091-1001.dcm.png,real_reports\1134_IM-0091-1001.dcm.txt,0
archive/images/images_normalized\1134_IM-0091-2001.dcm.png,real_reports\1134_IM-0091-2001.dcm.txt,0
archive/images/images_normalized\1135_IM-0091-1001.dcm.png,real_reports\1135_IM-0091-1001.dcm.txt,0
archive/images/images_normalized\1135_IM-0091-2001.dcm.png,real_reports\1135_IM-0091-2001.dcm.txt,0
archive/images/images_normalized\1136_IM-0092-1001.dcm.png,real_reports\1136_IM-0092-1001.dcm.txt,0
archive/images/images_normalized\1136_IM-0092-2001.dcm.png,real_reports\1136_IM-0092-2001.dcm.txt,0
archive/images/images_normalized\1137_IM-0093-12012.dcm.png,real_reports\1137_IM-0093-12012.dcm.txt,0
archive/images/images_normalized\1137_IM-0093-4004.dcm.png,real_reports\1137_IM-0093-4004.dcm.txt,0
archive/images/images_normalized\1138_IM-0094-1001.dcm.png,real_reports\1138_IM-0094-1001.dcm.txt,0
archive/images/images_normalized\1138_IM-0094-2001.dcm.png,real_reports\1138_IM-0094-2001.dcm.txt,0
archive/images/images_normalized\1139_IM-0095-1001.dcm.png,real_reports\1139_IM-0095-1001.dcm.txt,0
archive/images/images_normalized\1139_IM-0095-2001.dcm.png,real_reports\1139_IM-0095-2001.dcm.txt,0
archive/images/images_normalized\113_IM-0086-1001.dcm.png,real_reports\113_IM-0086-1001.dcm.txt,0
archive/images/images_normalized\113_IM-0086-2001.dcm.png,real_reports\113_IM-0086-2001.dcm.txt,0
archive/images/images_normalized\113_IM-0086-3001.dcm.png,real_reports\113_IM-0086-3001.dcm.txt,0
archive/images/images_normalized\1140_IM-0096-1001.dcm.png,real_reports\1140_IM-0096-1001.dcm.txt,0
archive/images/images_normalized\1140_IM-0096-1002.dcm.png,real_reports\1140_IM-0096-1002.dcm.txt,0
archive/images/images_normalized\1141_IM-0096-1001.dcm.png,real_reports\1141_IM-0096-1001.dcm.txt,0
archive/images/images_normalized\1141_IM-0096-1002.dcm.png,real_reports\1141_IM-0096-1002.dcm.txt,0
archive/images/images_normalized\1142_IM-0096-1001.dcm.png,real_reports\1142_IM-0096-1001.dcm.txt,0
archive/images/images_normalized\1142_IM-0096-2001.dcm.png,real_reports\1142_IM-0096-2001.dcm.txt,0
archive/images/images_normalized\1143_IM-0096-1001.dcm.png,real_reports\1143_IM-0096-1001.dcm.txt,0
archive/images/images_normalized\1143_IM-0096-2001.dcm.png,real_reports\1143_IM-0096-2001.dcm.txt,0
archive/images/images_normalized\1144_IM-0097-1001.dcm.png,real_reports\1144_IM-0097-1001.dcm.txt,0
archive/images/images_normalized\1144_IM-0097-2001.dcm.png,real_reports\1144_IM-0097-2001.dcm.txt,0
archive/images/images_normalized\1145_IM-0097-2002.dcm.png,real_reports\1145_IM-0097-2002.dcm.txt,0
archive/images/images_normalized\1145_IM-0097-3003.dcm.png,real_reports\1145_IM-0097-3003.dcm.txt,0
archive/images/images_normalized\1146_IM-0098-1001.dcm.png,real_reports\1146_IM-0098-1001.dcm.txt,0
archive/images/images_normalized\1146_IM-0098-2001.dcm.png,real_reports\1146_IM-0098-2001.dcm.txt,0
archive/images/images_normalized\1147_IM-0099-4004.dcm.png,real_reports\1147_IM-0099-4004.dcm.txt,0
archive/images/images_normalized\1148_IM-0100-1001.dcm.png,real_reports\1148_IM-0100-1001.dcm.txt,0
archive/images/images_normalized\1148_IM-0100-2001.dcm.png,real_reports\1148_IM-0100-2001.dcm.txt,0
archive/images/images_normalized\1149_IM-0101-1001.dcm.png,real_reports\1149_IM-0101-1001.dcm.txt,0
archive/images/images_normalized\1149_IM-0101-2001.dcm.png,real_reports\1149_IM-0101-2001.dcm.txt,0
archive/images/images_normalized\114_IM-0096-1001.dcm.png,real_reports\114_IM-0096-1001.dcm.txt,0
archive/images/images_normalized\114_IM-0096-2001.dcm.png,real_reports\114_IM-0096-2001.dcm.txt,0
archive/images/images_normalized\1150_IM-0102-1003.dcm.png,real_reports\1150_IM-0102-1003.dcm.txt,0
archive/images/images_normalized\1151_IM-0102-1001.dcm.png,real_reports\1151_IM-0102-1001.dcm.txt,0
archive/images/images_normalized\1151_IM-0102-2001.dcm.png,real_reports\1151_IM-0102-2001.dcm.txt,0
archive/images/images_normalized\1152_IM-0103-1001.dcm.png,real_reports\1152_IM-0103-1001.dcm.txt,0
archive/images/images_normalized\1152_IM-0103-2001.dcm.png,real_reports\1152_IM-0103-2001.dcm.txt,0
archive/images/images_normalized\1153_IM-0104-1001.dcm.png,real_reports\1153_IM-0104-1001.dcm.txt,0
archive/images/images_normalized\1153_IM-0104-2001.dcm.png,real_reports\1153_IM-0104-2001.dcm.txt,0
archive/images/images_normalized\1154_IM-0104-1001.dcm.png,real_reports\1154_IM-0104-1001.dcm.txt,0
archive/images/images_normalized\1154_IM-0104-2001.dcm.png,real_reports\1154_IM-0104-2001.dcm.txt,0
archive/images/images_normalized\1155_IM-0105-0001-0001.dcm.png,real_reports\1155_IM-0105-0001-0001.dcm.txt,0
archive/images/images_normalized\1156_IM-0106-1001.dcm.png,real_reports\1156_IM-0106-1001.dcm.txt,0
archive/images/images_normalized\1156_IM-0106-2001.dcm.png,real_reports\1156_IM-0106-2001.dcm.txt,0
archive/images/images_normalized\1157_IM-0106-1001.dcm.png,real_reports\1157_IM-0106-1001.dcm.txt,0
archive/images/images_normalized\1157_IM-0106-2001.dcm.png,real_reports\1157_IM-0106-2001.dcm.txt,0
archive/images/images_normalized\1158_IM-0107-1001.dcm.png,real_reports\1158_IM-0107-1001.dcm.txt,0
archive/images/images_normalized\1158_IM-0107-2001.dcm.png,real_reports\1158_IM-0107-2001.dcm.txt,0
archive/images/images_normalized\1159_IM-0107-1001.dcm.png,real_reports\1159_IM-0107-1001.dcm.txt,0
archive/images/images_normalized\115_IM-0102-1001.dcm.png,real_reports\115_IM-0102-1001.dcm.txt,0
archive/images/images_normalized\115_IM-0102-2001.dcm.png,real_reports\115_IM-0102-2001.dcm.txt,0
archive/images/images_normalized\1160_IM-0107-1001.dcm.png,real_reports\1160_IM-0107-1001.dcm.txt,0
archive/images/images_normalized\1160_IM-0107-1002.dcm.png,real_reports\1160_IM-0107-1002.dcm.txt,0
archive/images/images_normalized\1161_IM-0107-1001.dcm.png,real_reports\1161_IM-0107-1001.dcm.txt,0
archive/images/images_normalized\1161_IM-0107-2001.dcm.png,real_reports\1161_IM-0107-2001.dcm.txt,0
archive/images/images_normalized\1162_IM-0108-1001.dcm.png,real_reports\1162_IM-0108-1001.dcm.txt,0
archive/images/images_normalized\1162_IM-0108-2001.dcm.png,real_reports\1162_IM-0108-2001.dcm.txt,0
archive/images/images_normalized\1163_IM-0108-1001.dcm.png,real_reports\1163_IM-0108-1001.dcm.txt,0
archive/images/images_normalized\1163_IM-0108-2001.dcm.png,real_reports\1163_IM-0108-2001.dcm.txt,0
archive/images/images_normalized\1164_IM-0109-0001-0001.dcm.png,real_reports\1164_IM-0109-0001-0001.dcm.txt,0
archive/images/images_normalized\1164_IM-0109-0001-0002.dcm.png,real_reports\1164_IM-0109-0001-0002.dcm.txt,0
archive/images/images_normalized\1165_IM-0110-1001.dcm.png,real_reports\1165_IM-0110-1001.dcm.txt,0
archive/images/images_normalized\1166_IM-0111-1001.dcm.png,real_reports\1166_IM-0111-1001.dcm.txt,0
archive/images/images_normalized\1166_IM-0111-2001.dcm.png,real_reports\1166_IM-0111-2001.dcm.txt,0
archive/images/images_normalized\1167_IM-0112-1001.dcm.png,real_reports\1167_IM-0112-1001.dcm.txt,0
archive/images/images_normalized\1167_IM-0112-2001.dcm.png,real_reports\1167_IM-0112-2001.dcm.txt,0
archive/images/images_normalized\1168_IM-0112-1001.dcm.png,real_reports\1168_IM-0112-1001.dcm.txt,0
archive/images/images_normalized\1168_IM-0112-1002.dcm.png,real_reports\1168_IM-0112-1002.dcm.txt,0
archive/images/images_normalized\1169_IM-0113-0001-0002.dcm.png,real_reports\1169_IM-0113-0001-0002.dcm.txt,0
archive/images/images_normalized\116_IM-0107-1001.dcm.png,real_reports\116_IM-0107-1001.dcm.txt,0
archive/images/images_normalized\116_IM-0107-2001.dcm.png,real_reports\116_IM-0107-2001.dcm.txt,0
archive/images/images_normalized\1170_IM-0115-1001.dcm.png,real_reports\1170_IM-0115-1001.dcm.txt,0
archive/images/images_normalized\1170_IM-0115-2001.dcm.png,real_reports\1170_IM-0115-2001.dcm.txt,0
archive/images/images_normalized\1170_IM-0115-3001.dcm.png,real_reports\1170_IM-0115-3001.dcm.txt,0
archive/images/images_normalized\1171_IM-0116-1001.dcm.png,real_reports\1171_IM-0116-1001.dcm.txt,0
archive/images/images_normalized\1171_IM-0116-1002.dcm.png,real_reports\1171_IM-0116-1002.dcm.txt,0
archive/images/images_normalized\1172_IM-0117-1001.dcm.png,real_reports\1172_IM-0117-1001.dcm.txt,0
archive/images/images_normalized\1173_IM-0118-1001.dcm.png,real_reports\1173_IM-0118-1001.dcm.txt,0
archive/images/images_normalized\1173_IM-0118-5001.dcm.png,real_reports\1173_IM-0118-5001.dcm.txt,0
archive/images/images_normalized\1174_IM-0118-1001.dcm.png,real_reports\1174_IM-0118-1001.dcm.txt,0
archive/images/images_normalized\1174_IM-0118-2001.dcm.png,real_reports\1174_IM-0118-2001.dcm.txt,0
archive/images/images_normalized\1175_IM-0119-1001.dcm.png,real_reports\1175_IM-0119-1001.dcm.txt,0
archive/images/images_normalized\1175_IM-0119-2001.dcm.png,real_reports\1175_IM-0119-2001.dcm.txt,0
archive/images/images_normalized\1176_IM-0119-1001.dcm.png,real_reports\1176_IM-0119-1001.dcm.txt,0
archive/images/images_normalized\1176_IM-0119-2001.dcm.png,real_reports\1176_IM-0119-2001.dcm.txt,0
archive/images/images_normalized\1177_IM-0120-1001.dcm.png,real_reports\1177_IM-0120-1001.dcm.txt,0
archive/images/images_normalized\1177_IM-0120-3001.dcm.png,real_reports\1177_IM-0120-3001.dcm.txt,0
archive/images/images_normalized\1178_IM-0121-1001.dcm.png,real_reports\1178_IM-0121-1001.dcm.txt,0
archive/images/images_normalized\1178_IM-0121-1002.dcm.png,real_reports\1178_IM-0121-1002.dcm.txt,0
archive/images/images_normalized\1179_IM-0122-2002.dcm.png,real_reports\1179_IM-0122-2002.dcm.txt,0
archive/images/images_normalized\1179_IM-0122-3003.dcm.png,real_reports\1179_IM-0122-3003.dcm.txt,0
archive/images/images_normalized\117_IM-0114-2002.dcm.png,real_reports\117_IM-0114-2002.dcm.txt,0
archive/images/images_normalized\117_IM-0114-3003.dcm.png,real_reports\117_IM-0114-3003.dcm.txt,0
archive/images/images_normalized\1180_IM-0123-1001.dcm.png,real_reports\1180_IM-0123-1001.dcm.txt,0
archive/images/images_normalized\1180_IM-0123-2001.dcm.png,real_reports\1180_IM-0123-2001.dcm.txt,0
archive/images/images_normalized\1182_IM-0124-1001.dcm.png,real_reports\1182_IM-0124-1001.dcm.txt,0
archive/images/images_normalized\1182_IM-0124-2001.dcm.png,real_reports\1182_IM-0124-2001.dcm.txt,0
archive/images/images_normalized\1183_IM-0124-1001.dcm.png,real_reports\1183_IM-0124-1001.dcm.txt,0
archive/images/images_normalized\1183_IM-0124-2001.dcm.png,real_reports\1183_IM-0124-2001.dcm.txt,0
archive/images/images_normalized\1184_IM-0124-1001.dcm.png,real_reports\1184_IM-0124-1001.dcm.txt,0
archive/images/images_normalized\1184_IM-0124-2001.dcm.png,real_reports\1184_IM-0124-2001.dcm.txt,0
archive/images/images_normalized\1187_IM-0126-1001.dcm.png,real_reports\1187_IM-0126-1001.dcm.txt,0
archive/images/images_normalized\1187_IM-0126-2001.dcm.png,real_reports\1187_IM-0126-2001.dcm.txt,0
archive/images/images_normalized\1188_IM-0127-1001.dcm.png,real_reports\1188_IM-0127-1001.dcm.txt,0
archive/images/images_normalized\1188_IM-0127-2001.dcm.png,real_reports\1188_IM-0127-2001.dcm.txt,0
archive/images/images_normalized\1189_IM-0128-1001.dcm.png,real_reports\1189_IM-0128-1001.dcm.txt,0
archive/images/images_normalized\1189_IM-0128-2001.dcm.png,real_reports\1189_IM-0128-2001.dcm.txt,0
archive/images/images_normalized\118_IM-0123-1001.dcm.png,real_reports\118_IM-0123-1001.dcm.txt,0
archive/images/images_normalized\118_IM-0123-2001.dcm.png,real_reports\118_IM-0123-2001.dcm.txt,0
archive/images/images_normalized\1190_IM-0128-1001.dcm.png,real_reports\1190_IM-0128-1001.dcm.txt,0
archive/images/images_normalized\1190_IM-0128-1002.dcm.png,real_reports\1190_IM-0128-1002.dcm.txt,0
archive/images/images_normalized\1190_IM-0128-1003.dcm.png,real_reports\1190_IM-0128-1003.dcm.txt,0
archive/images/images_normalized\1191_IM-0128-1001.dcm.png,real_reports\1191_IM-0128-1001.dcm.txt,0
archive/images/images_normalized\1191_IM-0128-2001.dcm.png,real_reports\1191_IM-0128-2001.dcm.txt,0
archive/images/images_normalized\1192_IM-0129-1001.dcm.png,real_reports\1192_IM-0129-1001.dcm.txt,0
archive/images/images_normalized\1192_IM-0129-2001.dcm.png,real_reports\1192_IM-0129-2001.dcm.txt,0
archive/images/images_normalized\1193_IM-0129-1001.dcm.png,real_reports\1193_IM-0129-1001.dcm.txt,0
archive/images/images_normalized\1193_IM-0129-2001.dcm.png,real_reports\1193_IM-0129-2001.dcm.txt,0
archive/images/images_normalized\1194_IM-0130-14001.dcm.png,real_reports\1194_IM-0130-14001.dcm.txt,0
archive/images/images_normalized\1195_IM-0131-1001.dcm.png,real_reports\1195_IM-0131-1001.dcm.txt,0
archive/images/images_normalized\1195_IM-0131-2001.dcm.png,real_reports\1195_IM-0131-2001.dcm.txt,0
archive/images/images_normalized\1196_IM-0131-1001.dcm.png,real_reports\1196_IM-0131-1001.dcm.txt,0
archive/images/images_normalized\1196_IM-0131-2001.dcm.png,real_reports\1196_IM-0131-2001.dcm.txt,0
archive/images/images_normalized\1197_IM-0131-1001.dcm.png,real_reports\1197_IM-0131-1001.dcm.txt,0
archive/images/images_normalized\1197_IM-0131-1002.dcm.png,real_reports\1197_IM-0131-1002.dcm.txt,0
archive/images/images_normalized\1198_IM-0132-1001.dcm.png,real_reports\1198_IM-0132-1001.dcm.txt,0
archive/images/images_normalized\1198_IM-0132-2001.dcm.png,real_reports\1198_IM-0132-2001.dcm.txt,0
archive/images/images_normalized\1199_IM-0133-1001.dcm.png,real_reports\1199_IM-0133-1001.dcm.txt,0
archive/images/images_normalized\1199_IM-0133-1002.dcm.png,real_reports\1199_IM-0133-1002.dcm.txt,0
archive/images/images_normalized\119_IM-0128-1001.dcm.png,real_reports\119_IM-0128-1001.dcm.txt,0
archive/images/images_normalized\11_IM-0067-1001.dcm.png,real_reports\11_IM-0067-1001.dcm.txt,0
archive/images/images_normalized\11_IM-0067-2001.dcm.png,real_reports\11_IM-0067-2001.dcm.txt,0
archive/images/images_normalized\1200_IM-0134-1001.dcm.png,real_reports\1200_IM-0134-1001.dcm.txt,0
archive/images/images_normalized\1200_IM-0134-2001.dcm.png,real_reports\1200_IM-0134-2001.dcm.txt,0
archive/images/images_normalized\1202_IM-0136-1001.dcm.png,real_reports\1202_IM-0136-1001.dcm.txt,0
archive/images/images_normalized\1202_IM-0136-2001.dcm.png,real_reports\1202_IM-0136-2001.dcm.txt,0
archive/images/images_normalized\1203_IM-0137-1001.dcm.png,real_reports\1203_IM-0137-1001.dcm.txt,0
archive/images/images_normalized\1203_IM-0137-2001.dcm.png,real_reports\1203_IM-0137-2001.dcm.txt,0
archive/images/images_normalized\1204_IM-0138-1001.dcm.png,real_reports\1204_IM-0138-1001.dcm.txt,0
archive/images/images_normalized\1204_IM-0138-2001.dcm.png,real_reports\1204_IM-0138-2001.dcm.txt,0
archive/images/images_normalized\1205_IM-0138-1001.dcm.png,real_reports\1205_IM-0138-1001.dcm.txt,0
archive/images/images_normalized\1205_IM-0138-1002.dcm.png,real_reports\1205_IM-0138-1002.dcm.txt,0
archive/images/images_normalized\1206_IM-0139-1001.dcm.png,real_reports\1206_IM-0139-1001.dcm.txt,0
archive/images/images_normalized\1206_IM-0139-3003.dcm.png,real_reports\1206_IM-0139-3003.dcm.txt,0
archive/images/images_normalized\1207_IM-0140-0001-0001.dcm.png,real_reports\1207_IM-0140-0001-0001.dcm.txt,0
archive/images/images_normalized\1207_IM-0140-0001-0002.dcm.png,real_reports\1207_IM-0140-0001-0002.dcm.txt,0
archive/images/images_normalized\1208_IM-0141-1001.dcm.png,real_reports\1208_IM-0141-1001.dcm.txt,0
archive/images/images_normalized\1208_IM-0141-2001.dcm.png,real_reports\1208_IM-0141-2001.dcm.txt,0
archive/images/images_normalized\1208_IM-0141-3001.dcm.png,real_reports\1208_IM-0141-3001.dcm.txt,0
archive/images/images_normalized\1209_IM-0142-1001.dcm.png,real_reports\1209_IM-0142-1001.dcm.txt,0
archive/images/images_normalized\1209_IM-0142-1002.dcm.png,real_reports\1209_IM-0142-1002.dcm.txt,0
archive/images/images_normalized\120_IM-0133-1001.dcm.png,real_reports\120_IM-0133-1001.dcm.txt,0
archive/images/images_normalized\120_IM-0133-2001.dcm.png,real_reports\120_IM-0133-2001.dcm.txt,0
archive/images/images_normalized\1210_IM-0142-1001.dcm.png,real_reports\1210_IM-0142-1001.dcm.txt,0
archive/images/images_normalized\1210_IM-0142-2001.dcm.png,real_reports\1210_IM-0142-2001.dcm.txt,0
archive/images/images_normalized\1211_IM-0142-1001.dcm.png,real_reports\1211_IM-0142-1001.dcm.txt,0
archive/images/images_normalized\1211_IM-0142-1002.dcm.png,real_reports\1211_IM-0142-1002.dcm.txt,0
archive/images/images_normalized\1212_IM-0143-1001.dcm.png,real_reports\1212_IM-0143-1001.dcm.txt,0
archive/images/images_normalized\1212_IM-0143-2001.dcm.png,real_reports\1212_IM-0143-2001.dcm.txt,0
archive/images/images_normalized\1213_IM-0144-1001.dcm.png,real_reports\1213_IM-0144-1001.dcm.txt,0
archive/images/images_normalized\1213_IM-0144-2001.dcm.png,real_reports\1213_IM-0144-2001.dcm.txt,0
archive/images/images_normalized\1214_IM-0144-1001.dcm.png,real_reports\1214_IM-0144-1001.dcm.txt,0
archive/images/images_normalized\1214_IM-0144-2001.dcm.png,real_reports\1214_IM-0144-2001.dcm.txt,0
archive/images/images_normalized\1216_IM-0144-2001.dcm.png,real_reports\1216_IM-0144-2001.dcm.txt,0
archive/images/images_normalized\1217_IM-0145-0001-0001.dcm.png,real_reports\1217_IM-0145-0001-0001.dcm.txt,0
archive/images/images_normalized\1217_IM-0145-0001-0002.dcm.png,real_reports\1217_IM-0145-0001-0002.dcm.txt,0
archive/images/images_normalized\1218_IM-0146-1001.dcm.png,real_reports\1218_IM-0146-1001.dcm.txt,0
archive/images/images_normalized\1218_IM-0146-2001.dcm.png,real_reports\1218_IM-0146-2001.dcm.txt,0
archive/images/images_normalized\1219_IM-0146-1001.dcm.png,real_reports\1219_IM-0146-1001.dcm.txt,0
archive/images/images_normalized\1219_IM-0146-2001.dcm.png,real_reports\1219_IM-0146-2001.dcm.txt,0
archive/images/images_normalized\121_IM-0142-1001.dcm.png,real_reports\121_IM-0142-1001.dcm.txt,0
archive/images/images_normalized\121_IM-0142-2001.dcm.png,real_reports\121_IM-0142-2001.dcm.txt,0
archive/images/images_normalized\1220_IM-0148-1001.dcm.png,real_reports\1220_IM-0148-1001.dcm.txt,0
